date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:50:28	10016/10016	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2259e6022d-2720%22	https://ngoc-thien.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.eot	D:/WEB/webwedding/ngoc-thien.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.eot	(from https://ngoc-thien.com/wp-content/cache/busting/1/wp-content-themes-flatsome-assets-css-fl-icons-3.3.css)
14:50:28	5496/5496	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Oct%202017%2013:14:21%20GMT	https://ngoc-thien.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.woff2	D:/WEB/webwedding/ngoc-thien.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.html	(from https://ngoc-thien.com/wp-content/cache/busting/1/wp-content-themes-flatsome-assets-css-fl-icons-3.3.css)
14:50:28	9848/9848	---M--	200	added ('OK')	application/octet-stream	etag:%2259e6022d-2678%22	https://ngoc-thien.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.ttf	D:/WEB/webwedding/ngoc-thien.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.ttf	(from https://ngoc-thien.com/wp-content/cache/busting/1/wp-content-themes-flatsome-assets-css-fl-icons-3.3.css)
14:50:29	9924/9924	---M--	200	added ('OK')	application/font-woff	etag:%2259e6022d-26c4%22	https://ngoc-thien.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.woff	D:/WEB/webwedding/ngoc-thien.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.woff	(from https://ngoc-thien.com/wp-content/cache/busting/1/wp-content-themes-flatsome-assets-css-fl-icons-3.3.css)
14:50:29	29255/29255	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2259e6022d-7247%22	https://ngoc-thien.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.svg	D:/WEB/webwedding/ngoc-thien.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.svg	(from https://ngoc-thien.com/wp-content/cache/busting/1/wp-content-themes-flatsome-assets-css-fl-icons-3.3.css)
14:50:29	3790/3790	---M--	200	added ('OK')	image/png	etag:%2259e6022c-ece%22	https://ngoc-thien.com/wp-content/themes/flatsome/assets/img/shadow@2x.png	D:/WEB/webwedding/ngoc-thien.com/wp-content/themes/flatsome/assets/img/shadow@2x.png	(from https://ngoc-thien.com/wp-content/cache/busting/1/wp-content-themes-flatsome-assets-css-flatsome-3.4.0.css)
14:50:30	1020/1020	---M--	200	added ('OK')	image/png	etag:%2259e6022c-3fc%22	https://ngoc-thien.com/wp-content/themes/flatsome/assets/img/underline.png	D:/WEB/webwedding/ngoc-thien.com/wp-content/themes/flatsome/assets/img/underline.png	(from https://ngoc-thien.com/wp-content/cache/busting/1/wp-content-themes-flatsome-assets-css-flatsome-3.4.0.css)
14:50:30	101016/101016	---MCZ	200	added ('OK')	text/css	date:Tue,%2024%20Oct%202017%2007:50:31%20GMT	https://ngoc-thien.com/wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,buttons,forms,l10n,login&ver=4.8.2	D:/WEB/webwedding/ngoc-thien.com/wp-admin/load-styles8bef.css	(from https://ngoc-thien.com/wp-login.php?redirect_to=https%3A%2F%2Fngoc-thien.com%2Fwp-admin%2Fcustomize.php%3Furl%3Dhttps%3A%2F%2Fngoc-thien.com%2F%26autofocus%255Bsection%255D%3Dmenu_locations&reauth=1)
14:50:30	2973/2973	---M--	200	added ('OK')	image/png	etag:%2259ed5b0f-b9d%22	https://ngoc-thien.com/wp-content/uploads/2017/10/cropped-icon-270x270.png	D:/WEB/webwedding/ngoc-thien.com/wp-content/uploads/2017/10/cropped-icon-270x270.png	(from https://ngoc-thien.com/wp-login.php?redirect_to=https%3A%2F%2Fngoc-thien.com%2Fwp-admin%2Fcustomize.php%3Furl%3Dhttps%3A%2F%2Fngoc-thien.com%2F%26autofocus%255Bsection%255D%3Dmenu_locations&reauth=1)
14:50:30	2419/2419	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Oct%202017%2007:50:31%20GMT	https://ngoc-thien.com/wp-login.php?action=lostpassword	D:/WEB/webwedding/ngoc-thien.com/wp-loginc2b6.html	(from https://ngoc-thien.com/wp-login.php?redirect_to=https%3A%2F%2Fngoc-thien.com%2Fwp-admin%2Fcustomize.php%3Furl%3Dhttps%3A%2F%2Fngoc-thien.com%2F%26autofocus%255Bsection%255D%3Dmenu_locations&reauth=1)
14:50:31	2199/2199	---M--	200	added ('OK')	image/png	etag:%2259e6022d-897%22	https://ngoc-thien.com/wp-content/themes/flatsome/assets/img/effects/rain.png	D:/WEB/webwedding/ngoc-thien.com/wp-content/themes/flatsome/assets/img/effects/rain.png	(from https://ngoc-thien.com/wp-content/cache/busting/1/wp-content-themes-flatsome-assets-css-effects-3.4.0.css)
14:50:31	2287/2287	---M--	200	added ('OK')	image/png	etag:%2259e6022d-8ef%22	https://ngoc-thien.com/wp-content/themes/flatsome/assets/img/effects/sparkle1.png	D:/WEB/webwedding/ngoc-thien.com/wp-content/themes/flatsome/assets/img/effects/sparkle1.png	(from https://ngoc-thien.com/wp-content/cache/busting/1/wp-content-themes-flatsome-assets-css-effects-3.4.0.css)
14:50:31	5224/5224	---M--	200	added ('OK')	image/png	etag:%2259e6022d-1468%22	https://ngoc-thien.com/wp-content/themes/flatsome/assets/img/effects/sparkle2.png	D:/WEB/webwedding/ngoc-thien.com/wp-content/themes/flatsome/assets/img/effects/sparkle2.png	(from https://ngoc-thien.com/wp-content/cache/busting/1/wp-content-themes-flatsome-assets-css-effects-3.4.0.css)
14:50:31	1813/1813	---M--	200	added ('OK')	image/png	etag:%2259e6022d-715%22	https://ngoc-thien.com/wp-content/themes/flatsome/assets/img/effects/glass1.png	D:/WEB/webwedding/ngoc-thien.com/wp-content/themes/flatsome/assets/img/effects/glass1.png	(from https://ngoc-thien.com/wp-content/cache/busting/1/wp-content-themes-flatsome-assets-css-effects-3.4.0.css)
14:50:32	670/670	---M--	200	added ('OK')	image/png	etag:%2259e6022d-29e%22	https://ngoc-thien.com/wp-content/themes/flatsome/assets/img/effects/glass2.png	D:/WEB/webwedding/ngoc-thien.com/wp-content/themes/flatsome/assets/img/effects/glass2.png	(from https://ngoc-thien.com/wp-content/cache/busting/1/wp-content-themes-flatsome-assets-css-effects-3.4.0.css)
14:50:32	8085/8085	---M--	200	added ('OK')	image/png	etag:%2259e6022d-1f95%22	https://ngoc-thien.com/wp-content/themes/flatsome/assets/img/effects/confetti1.png	D:/WEB/webwedding/ngoc-thien.com/wp-content/themes/flatsome/assets/img/effects/confetti1.png	(from https://ngoc-thien.com/wp-content/cache/busting/1/wp-content-themes-flatsome-assets-css-effects-3.4.0.css)
14:50:32	10446/10446	---M--	200	added ('OK')	image/png	etag:%2259e6022d-28ce%22	https://ngoc-thien.com/wp-content/themes/flatsome/assets/img/effects/confetti2.png	D:/WEB/webwedding/ngoc-thien.com/wp-content/themes/flatsome/assets/img/effects/confetti2.png	(from https://ngoc-thien.com/wp-content/cache/busting/1/wp-content-themes-flatsome-assets-css-effects-3.4.0.css)
14:50:32	1165/1165	---M--	200	added ('OK')	image/png	etag:%2259e6022d-48d%22	https://ngoc-thien.com/wp-content/themes/flatsome/assets/img/effects/snow1.png	D:/WEB/webwedding/ngoc-thien.com/wp-content/themes/flatsome/assets/img/effects/snow1.png	(from https://ngoc-thien.com/wp-content/cache/busting/1/wp-content-themes-flatsome-assets-css-effects-3.4.0.css)
14:50:32	1623/1623	---M--	200	added ('OK')	image/png	etag:%2259e6022d-657%22	https://ngoc-thien.com/wp-content/themes/flatsome/assets/img/effects/snow2.png	D:/WEB/webwedding/ngoc-thien.com/wp-content/themes/flatsome/assets/img/effects/snow2.png	(from https://ngoc-thien.com/wp-content/cache/busting/1/wp-content-themes-flatsome-assets-css-effects-3.4.0.css)
14:50:33	22449/22449	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2259e5e025-57b1%22	https://ngoc-thien.com/wp-includes/fonts/dashicons.eot	D:/WEB/webwedding/ngoc-thien.com/wp-includes/fonts/dashicons.eot	(from https://ngoc-thien.com/wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,buttons,forms,l10n,login&ver=4.8.2)
14:50:33	2254/2254	---M--	200	added ('OK')	image/gif	etag:%2259e5df1f-8ce%22	https://ngoc-thien.com/wp-admin/images/loading.gif	D:/WEB/webwedding/ngoc-thien.com/wp-admin/images/loading.gif	(from https://ngoc-thien.com/wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,buttons,forms,l10n,login&ver=4.8.2)
14:50:33	3113/3113	---M--	200	added ('OK')	image/png	etag:%2259e5df1f-c29%22	https://ngoc-thien.com/wp-admin/images/w-logo-blue.png?ver=20131202	D:/WEB/webwedding/ngoc-thien.com/wp-admin/images/w-logo-blue7a53.png	(from https://ngoc-thien.com/wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,buttons,forms,l10n,login&ver=4.8.2)
14:50:34	1521/1521	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2259e5df21-5f1%22	https://ngoc-thien.com/wp-admin/images/wordpress-logo.svg?ver=20131107	D:/WEB/webwedding/ngoc-thien.com/wp-admin/images/wordpress-logo7d6b.svg	(from https://ngoc-thien.com/wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,buttons,forms,l10n,login&ver=4.8.2)
14:50:34	3052/3052	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Oct%202017%2007:50:35%20GMT	https://ngoc-thien.com/wp-login.php	D:/WEB/webwedding/ngoc-thien.com/wp-login.html	(from https://ngoc-thien.com/wp-login.php?action=lostpassword)
14:50:35	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2024%20Oct%202017%2007:50:35%20GMT	https://ngoc-thien.com/wp-admin/	D:/WEB/webwedding/ngoc-thien.com/wp-admin/index.html	(from https://ngoc-thien.com/wp-login.php)
14:50:35	3065/3065	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Oct%202017%2007:50:35%20GMT	https://ngoc-thien.com/wp-login.php?redirect_to=https%3A%2F%2Fngoc-thien.com%2Fwp-admin%2F%26reauth=1	D:/WEB/webwedding/ngoc-thien.com/wp-login2b47.html	(from https://ngoc-thien.com/wp-admin/)
14:50:35	220/220	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Oct%202017%2007:50:36%20GMT	https://ngoc-thien.com/wp-admin/&reauth=1	D:/WEB/webwedding/ngoc-thien.com/wp-admin/&reauth=1	(from https://ngoc-thien.com/wp-login.php?redirect_to=https%3A%2F%2Fngoc-thien.com%2Fwp-admin%2F%26reauth=1)
